"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "CH_status" "MISSING_ALL_TRAITS"
"Protousnea huuskonenii" "Protousnea huuskonenii (Räsänen) Divakar, A.Crespo & Lumbsch" "SPECIES" "accepted" "Protousnea huuskonenii (Räsänen) Divakar, A.Crespo & Lumbsch" "Protousnea" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "NE" NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Pseudephebe minuscula" "Pseudephebe minuscula (Nyl. ex Arnold) Brodo & D.Hawksw." "SPECIES" "accepted" "Pseudephebe minuscula (Nyl. ex Arnold) Brodo & D.Hawksw." "Pseudephebe" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1 0 0 1 NA NA 1 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA "NO"
"Pseudephebe pubescens" "Pseudephebe pubescens (L.) M.Choisy" "SPECIES" "accepted" "Pseudephebe pubescens (L.) M.Choisy" "Pseudephebe" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "NE" NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 1 NA NA 1 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 0.888888888888889 0.111111111111111 0.777777777777778 0.333333333333333 0.375 "NE" "NO"
"Pseudevernia furfuracea" "Pseudevernia furfuracea (L.) Zopf" "SPECIES" "accepted" "Pseudevernia furfuracea (L.) Zopf" "Pseudevernia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "LC" NA "LEAST_CONCERN" 1 0 0 0 1 0 1 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 NA "absent" 0 0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA "present" "absent" "absent, present" 1 0 0 0 0 1 1 1 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "GR" 0 0 0 1 1 0 1 1 0 0.777777777777778 0.333333333333333 0.444444444444444 0.222222222222222 0.125 "LC" "NO"
"Pseudevernia furfuracea subsp. ceratea" "Pseudevernia furfuracea var. ceratea (Ach.) D.Hawksw." "SUBSPECIES" "synonym" "Pseudevernia furfuracea (L.) Zopf" "Pseudevernia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "LC" NA "NOT_EVALUATED" 1 0 0 0 1 0 1 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 NA "absent" 0 0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA "present" "absent" "absent, present" 1 0 0 0 0 1 1 1 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "GR" 0 0 0 1 1 0 1 1 0 0.777777777777778 0.333333333333333 0.444444444444444 0.222222222222222 0.125 "LC" "NO"
"Pseudevernia furfuracea var. ceratea" "Pseudevernia furfuracea var. ceratea (Ach.) D.Hawksw." "VARIETY" "synonym" "Pseudevernia furfuracea (L.) Zopf" "Pseudevernia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "FaunaEuropeae" "INN" NA "LC" NA "LEAST_CONCERN" 1 0 0 0 1 0 1 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 NA "absent" 0 0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA "present" "absent" "absent, present" 1 0 0 0 0 1 1 1 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "GR" 0 0 0 1 1 0 1 1 0 0.777777777777778 0.333333333333333 0.444444444444444 0.222222222222222 0.125 "LC" "NO"
"Pseudocyphellaria aurata" "Pseudocyphellaria aurata (Ach.) Vain." "SPECIES" "accepted" "Pseudocyphellaria aurata (Ach.) Vain." "Pseudocyphellaria" "Lobariaceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA 0 0 1 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1 0 0 0 NA "absent" 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 "absent" NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 0 0 1 1 0 "present" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA "NO"
"Pseudocyphellaria lacerata" "Pseudocyphellaria lacerata Degel." "SPECIES" "accepted" "Pseudocyphellaria lacerata Degel." "Pseudocyphellaria" "Lobariaceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA 0 0 1 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA "absent" 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 "absent" NA NA NA NA NA NA NA "present" "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 1 0 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA "NO"
"Pseudosagedia aenea" "Pseudosagedia aenea (Körb.) Hafellner & Kalb" "SPECIES" "accepted" "Pseudosagedia aenea (Körb.) Hafellner & Kalb" "Pseudosagedia" "Porinaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "LC" NA "LEAST_CONCERN" 1 0 0 0 0 0 1 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 1 1 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 1 1 1 0 0 "present" "absent" 0 0 1 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.222222222222222 0.555555555555556 0.333333333333333 0.444444444444444 0.375 "LC" "NO"
"Pseudosagedia borreri" "Pseudosagedia borreri (Trevis.) Hafellner & Kalb" "SPECIES" "accepted" "Pseudosagedia borreri (Trevis.) Hafellner & Kalb" "Pseudosagedia" "Porinaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "CRITICALLY_ENDANGERED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 1 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 1 6 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA "NO"
"Pseudosagedia chlorotica" "Pseudosagedia chlorotica (Ach.) Hafellner & Kalb" "SPECIES" "accepted" "Pseudosagedia chlorotica (Ach.) Hafellner & Kalb" "Pseudosagedia" "Porinaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 1 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 1 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 1 0 0 0 0 "present" "absent" 0 0 1 0 0 0 1 0 NA 0 0 0 1 0 0 0 1 0 NA NA NA NA NA NA "NO"
"Pseudosagedia guentheri" "Pseudosagedia guentheri (Flot.) Hafellner & Kalb" "SPECIES" "accepted" "Pseudosagedia guentheri (Flot.) Hafellner & Kalb" "Pseudosagedia" "Porinaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 1 1 0 0 1 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 1 NA 7 NA 1 0 0 0 0 "present" "absent" 0 0 1 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA "NO"
"Pseudosagedia linearis" "Pseudosagedia linearis (Leight.) Hafellner & Kalb" "SPECIES" "accepted" "Pseudosagedia linearis (Leight.) Hafellner & Kalb" "Pseudosagedia" "Porinaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 1 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 1 0 0 0 0 "present" "absent" 0 0 1 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA "NO"
"Pseudoschismatomma rufescens" "Pseudoschismatomma rufescens (Pers.) Ertz & Tehler" "SPECIES" "accepted" "Pseudoschismatomma rufescens (Pers.) Ertz & Tehler" "Pseudoschismatomma" "Roccellaceae" "Arthoniales" "Arthoniomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 0 0 1 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 1 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 1 0 1 0 0 0 1 0 "present" 1 0 NA 3 NA NA NA NA NA NA "present" "absent" 0 0 1 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.222222222222222 0.555555555555556 0.333333333333333 0.555555555555556 0.5 "LC" "NO"
"Psilolechia clavulifera" "Psilolechia clavulifera (Nyl.) Coppins" "SPECIES" "accepted" "Psilolechia clavulifera (Nyl.) Coppins" "Psilolechia" "Psilolechiaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "REGIONALLY_EXTINCT" 1 0 0 NA 1 0 1 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 0 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 1 1 0 0 NA NA NA NA NA NA "NO"
"Psilolechia leprosa" "Psilolechia leprosa Coppins & Purvis" "SPECIES" "accepted" "Psilolechia leprosa Coppins & Purvis" "Psilolechia" "Psilolechiaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "DATA_DEFICIENT" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 1 1 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA "NO"
"Psilolechia lucida" "Psilolechia lucida (Ach.) M.Choisy" "SPECIES" "accepted" "Psilolechia lucida (Ach.) M.Choisy" "Psilolechia" "Psilolechiaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 1 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 1 1 1 0 NA NA NA NA NA NA "NO"
"Psora decipiens" "Psora decipiens (Hedw.) Hoffm." "SPECIES" "accepted" "Psora decipiens (Hedw.) Hoffm." "Psora" "Psoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "LC" NA "REGIONALLY_EXTINCT" 1 0 0 1 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "epruinose, pruinose" NA 0 1 1 1 0 1 1 0 0 1 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 1 0 1 0.888888888888889 1 0.111111111111111 0.777777777777778 0.125 "LC" "NO"
"Psora globifera" "Psora globifera (Ach.) A.Massal." "SPECIES" "accepted" "Psora globifera (Ach.) A.Massal." "Psora" "Psoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "NT" NA "ENDANGERED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 0 0 0 "epruinose, pruinose" NA 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 1 1 0 1 NA NA NA NA NA "NT" "NO"
"Psora rubiformis" "Psora rubiformis (Wahlenb. ex Ach.) Hook." "SPECIES" "accepted" "Psora rubiformis (Wahlenb. ex Ach.) Hook." "Psora" "Psoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "epruinose, pruinose" NA 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 1 1 0 1 NA NA NA NA NA NA "NO"
"Psora saviczii" "Psora saviczii (Tomin) Follm. & Crespo" "SPECIES" "accepted" "Psora saviczii (Tomin) Follm. & Crespo" "Psora" "Psoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Psora testacea" "Psora testacea Hoffm." "SPECIES" "accepted" "Psora testacea Hoffm." "Psora" "Psoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "LC" NA "VULNERABLE" 1 0 0 0 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "epruinose, pruinose" NA 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 1 0.777777777777778 0.888888888888889 0.222222222222222 0.888888888888889 0.375 "LC" "NO"
"Psora vallesiaca" "Psora vallesiaca (Schaer.) Timdal" "SPECIES" "accepted" "Psora vallesiaca (Schaer.) Timdal" "Psora" "Psoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "RE" NA "ENDANGERED" 1 0 0 NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "epruinose, pruinose" NA 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 1 1 0 0 NA NA NA NA NA "RE" "NO"
"Psorinia conglomerata" "Psorinia conglomerata (Ach.) Gotth.Schneid." "SPECIES" "accepted" "Psorinia conglomerata (Ach.) Gotth.Schneid." "Psorinia" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_APPLICABLE" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Psoroglaena abscondita" "Psoroglaena abscondita (Coppins & Vĕzda) Hafellner & Türk" "SPECIES" "accepted" "Psoroglaena abscondita (Coppins & Vĕzda) Hafellner & Türk" "Psoroglaena" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 0 0 1 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 NA NA NA NA NA "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 NA 1 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA "NO"
