"species" "CH_status" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Fos" "Ter" "Aqu" "Arb" "Aer" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Cont" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Lecanora helicopis" NA 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Lecanora helicopis (Wahlenb.) Ach." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora horiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora horiza (Ach.) Röhl." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora hybocarpa" NA 1 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora hybocarpa (Tuck.) Brodo" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora hypoptoides" NA NA NA NA NA 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Lecanora impudens" "NE" 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 0 0 0 0 1 0 0.666666666666667 0.444444444444444 4 0.444444444444444 0.555555555555556 0.375 NA NA "Lecanora impudens Degel." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora insignis" NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora insignis Degel." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora intricata" "NE" 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 "epruinose" NA 0 0 0 1 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 0 0.777777777777778 0.222222222222222 6 0.666666666666667 0.222222222222222 0.25 NA NA "Lecanora intricata (Ach.) Ach." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora intumescens" "NT" 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.444444444444444 0.333333333333333 4 0.555555555555556 0.444444444444444 0.125 NA NA "Lecanora intumescens (Rebent.) Rabenh." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora jamesii" NA 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 1 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 1 0 NA NA NA NA NA NA NA NA "Lecanora jamesii J.R.Laundon" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora lasalliae" NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora lasalliae Pérez-Ort. & Etayo" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora latro" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 1 NA 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora latro Poelt" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora laxa" NA 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora laxa (Śliwa & Wetmore) Printzen" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora leptacina" "EN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 0 0 0 NA NA 0 0 0 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora leptacina Sommerf." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora leptacinella" "DD" 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Lecanora leptacinella Nyl." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora lojkaeana" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Glaucomaria lojkaeana (Szatala) S.Y.Kondr., Lőkös & Farkas" "SPECIES" "Glaucomaria" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora marginata" NA 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Lecanora marginata (Schaer.) Hertel & Rambold" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora meridionalis" NA 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora meridionalis H.Magn." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora mughicola" "LC" 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "H" 0 0 0 1 1 0 0 0 0 0.666666666666667 0.222222222222222 5 0.666666666666667 0.222222222222222 0.25 NA NA "Lecanora mughicola Nyl." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora muralis" "NE" 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "epruinose, pruinose" NA 0 1 1 1 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 1 0.888888888888889 1 6 1 0.777777777777778 1 NA NA "Protoparmeliopsis muralis (Schreb.) M.Choisy" "SPECIES" "Protoparmeliopsis" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora neodegelii" NA 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 "epruinose, pruinose" NA 0 0 1 1 1 1 1 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA "Lecanora neodegelii B.D.Ryan & T.H.Nash" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora norvegica" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora norvegica Tønsberg" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora orae-frigidae" NA 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora orae-frigidae R.Sant." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora orosthea" "NE" 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 0.444444444444444 0.555555555555556 3 0.444444444444444 0.333333333333333 0.125 NA NA "Lecanora orosthea (Ach.) Ach." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora pannonica" "NE" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 0.666666666666667 0.777777777777778 5 0 0.555555555555556 0.375 NA NA "Lecanora pannonica Szatala" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora persimilis" "LC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.666666666666667 0.555555555555556 4 0.222222222222222 0.666666666666667 0.5 NA NA "Polyozosia persimilis (Th.Fr.) S.Y.Kondr., Lőkös & Farkas" "SPECIES" "Polyozosia" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora phaeostigma" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora phaeostigma (Körb.) Almb." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora polytropa" "NE" 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 1 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 0.777777777777778 1 6 1 0.333333333333333 0.375 NA NA "Lecanora polytropa (Hoffm.) Rabenh." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora populicola" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Myriolecis populicola (DC.) P.F.Cannon" "SPECIES" "Myriolecis" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora pruinosa" NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "pruinose" NA 0 0 1 1 0 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Lecanora pseudistera" NA 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 1 0 1 0 NA NA NA NA NA NA NA NA "Omphalodina pseudistera (Nyl.) S.Y.Kondr., Lőkös & Farkas" "SPECIES" "Omphalodina" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora pseudosarcopidoides" NA 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora pseudosarcopidoides M.Brand & van den Boom" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora pulicaris" "LC" 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "HR" 0 0 0 1 1 0 0 0 0 0.666666666666667 0.333333333333333 6 0.222222222222222 0.222222222222222 0.375 NA NA "Lecanora pulicaris (Pers.) Ach." "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Lecanora quercicola" NA 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 1 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Lecanora quercicola Coppins & P.James" "SPECIES" "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
