"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyLength_mm" "BodyLength_male" "BodyLength_female" "BodyLength_min" "BodyLength_max" "Litter_size" "Development_total_d" "Development_egg_mean_d" "Development_larva_mean_d" "Development_pupa_mean_d" "Longevity_y" "Semivoltine" "Univoltine" "Bivoltine" "Multivoltine" "Overwintering_egg" "Overwintering_larva" "Overwintering_pupa" "Overwintering_imago" "Activity" "Larva_Diet" "Imago_Diet" "Larva_Diet_range" "Imago_Diet_range" "Diet_Carniv" "Diet_Scav" "Diet_Fungi" "Diet_Root" "Diet_Seed" "Diet_Leaf" "Diet_Flower" "Diet_Stem" "Diet_Grass" "Diet_Woody" "EIV_Light" "EIV_Temp" "EIV_Moisture" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Dispersal_ability" "Dispersal_km" "Riparian_sp" "Habitat_ephemeral" "Habitat_lakes" "Habitat_ponds" "Habitat_rivers" "Habitat_streams" "Forewing_length_mm" "Hindwing_length_mm" "Sex_dimporh" "Territoriality" "Flight_mode_flier" "Flight_mode_percher" "BodyCol_black" "BodyCol_blue" "BodyCol_brown" "BodyCol_gray" "BodyCol_green" "BodyCol_orange" "BodyCol_pink" "BodyCol_red" "BodyCol_violet" "BodyCol_white" "BodyCol_yellow" "BodyColType_pigment" "BodyColType_pruinesc" "BodyColType_structur" "BodyPatterns_plain" "BodyPatterns_spotted" "BodyPatterns_striped" "Wing_Pigment" "WP_pattern" "WP_symmetry" "WP_dimorph" "WPColor_cover" "WPCol_amber" "WPCol_black" "WPCol_blue" "WPCol_brown" "WPCol_iredesc" "WPCol_orange" "WPCol_prunesc" "WPCol_red" "WPCol_yellow" "Larva_BodyLength_mm" "Larva_BodyLength_min" "Larva_BodyLength_max" "Larva_Habitat_stillwaters" "Larva_Habitat_watercourses" "Larva_Habitat_moors" "Larva_EIV_Drought" "Larva_Biotope_range" "MISSING_ALL_TRAITS"
"Calopteryx splendens subsp. splendens" "Calopteryx splendens splendens" "SUBSPECIES" "accepted" "Calopteryx splendens splendens" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" NA "LC" NA NA 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2415020.68620359 46.5 NA NA 45 48 942.36 714.6 NA NA NA 0.188712328767124 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.541666666666667 NA 0 1 1 0 0 0.544742268041237 NA 2 0 0 0 0 1 NA 30.74 "strong" "territorial" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 "Yes" "stripes" "symmetric" "strongly" 0.6956 0 1 0 0 1 0 0 0 0 21 19 23 0 1 0 0.04 "stenotop" "NO"
"Calopteryx virgo" "Calopteryx virgo (Linnaeus, 1758)" "SPECIES" "accepted" "Calopteryx virgo (Linnaeus, 1758)" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "VU" "LC" "ENDANGERED" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7762069.08965077 47 NA NA 45 49 958.16 720 NA NA NA 0.13972602739726 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.833333333333333 NA 1 1 1 0 0 0.515463917525773 NA 2 0 0 0 0 1 NA 30 "strong" "territorial" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 "yes" "stripes" "symmetric" "strongly" 1 0 1 0 0 1 0 0 0 0 20 17 23 0 1 0 0 "stenotop" "NO"
"Calopteryx virgo aggr." "Calopteryx virgo (Linnaeus, 1758)" "AGGREGATE" "accepted" "Calopteryx virgo (Linnaeus, 1758)" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "InfoSpecies" "INN" "No" "VU" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7762069.08965077 47 NA NA 45 49 970.36 720 NA NA NA 0.13972602739726 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.833333333333333 NA 0 1 1 0 0 0.515463917525773 NA 2 0 0 0 0 1 NA 30 "strong" "territorial" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 "Yes" "dots" "symmetric" "strongly" 1 0 1 0 0 1 0 0 0 0 20 17 23 0 1 0 0 "stenotop" "NO"
"Calopteryx virgo subsp. meridionalis" "Calopteryx virgo meridionalis Selys, 1873" "SUBSPECIES" "synonym" "Calopteryx virgo (Linnaeus, 1758)" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "VU" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7762069.08965077 47 NA NA 45 49 941.24 720 NA NA NA 0.13972602739726 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.833333333333333 NA 1 1 1 0 0 0.515463917525773 NA 2 0 0 0 0 1 NA 30 "strong" "territorial" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 "Yes" "stripes" "symmetric" "strongly" 1 0 1 0 0 1 0 0 0 0 20 17 23 0 1 0 0 "stenotop" "NO"
"Calopteryx virgo subsp. virgo" "Calopteryx virgo virgo" "SUBSPECIES" "accepted" "Calopteryx virgo virgo" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" NA "LC" NA NA 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4193194.80228159 47 NA NA 45 49 822.02 640.8 NA NA NA 0.160109589041096 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.666666666666667 NA 0 1 1 0 0 0.534020618556701 NA 2 0 0 0 0 1 NA 30.78 "strong" "territorial" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 "Yes" "stripes" "symmetric" "strongly" 0.7936 0 1 0 0 1 0 0 0 0 20 17 23 0 1 0 0 "stenotop" "NO"
"Calopteryx xanthostoma" "Calopteryx xanthostoma (Charpentier, 1825)" "SPECIES" "accepted" "Calopteryx xanthostoma (Charpentier, 1825)" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 931702.9978974 46.5 NA NA 44.36 48.44 858.34 736.2 NA NA NA 0.172383561643836 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.789333333333333 NA 0 1 1 0 0 0.519725085910653 NA 2 0 0 0 0 1 NA 29.5 "strong" "territorial" 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 "yes" "stripes" "symmetric" "strongly" 0.75 0 1 0 0 1 0 0 0 0 20.38 17.72 22.96 0 1 0 0 "stenotop" "NO"
"Cercion lindenii" "Cercion lindenii (Sélys, 1840)" "SPECIES" "synonym" "Erythromma lindenii (Selys, 1840)" "Erythromma" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "FaunaEuropeae" "INN" "No" "NT" "LC" "DATA_DEFICIENT" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1649385.10058268 33 NA NA 30 36 539.64 360 NA NA NA 0.118684931506849 0 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.666666666666667 NA 1 1 0 0 0 0.474226804123711 NA 2 0 1 0 1 0 NA 20 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 "No" "stripes" "hindwing" "not" 0.2168 0 1 0 0 0 0 0 0 0 20 18 22 1 1 0 0 "oligotop" "NO"
"Ceriagrion georgifreyi" "Ceriagrion georgifreyi Schmidt, 1953" "SPECIES" "accepted" "Ceriagrion georgifreyi Schmidt, 1953" "Ceriagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "No" NA "CR" "ENDANGERED" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 36300.3469257225 30.92 NA NA 29.92 31.28 543.22 380.4 NA NA NA 0.0958904109589041 0 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.586666666666667 NA 0 1 1 0 0 0.258006872852233 NA 1.08 0 0 1 0 1 NA 19.43 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "stripes" "symmetric" "strongly" 0.2736 0 1 0 0 0 0 0 0 0 18.62 16.6 20.4 1 1 1 0.36 "eurytop" "NO"
"Ceriagrion tenellum" "Ceriagrion tenellum (de Villers, 1789)" "SPECIES" "accepted" "Ceriagrion tenellum (de Villers, 1789)" "Ceriagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "EN" "LC" "NEAR_THREATENED" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1669392.41220183 24 NA NA 25 23 544.5 720 NA NA NA 0.0821917808219178 1 0 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.625 NA 1 1 0 0 0 0.209896907216495 NA 2 0 0 0 0 1 NA 19 "strong" "non-territorial" 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 "no" "stripes" "symmetric" "strongly" 0.244 0 1 0 0 0 0 0 0 0 16.5 16 17 1 1 1 0 "oligotop" "NO"
"Chalcolestes viridis" "Chalcolestes viridis (Vander Linden, 1825)" "SPECIES" "accepted" "Chalcolestes viridis (Vander Linden, 1825)" "Chalcolestes" "Lestidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3964317.67522152 43.5 NA NA 39 48 525.92 534.6 NA NA NA 0.136109589041096 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.583333333333333 NA 1 1 0 0 0 0.671340206185567 NA 2 0 0 0 0 1 NA 29.84 "strong" "territorial" 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 "no" "stripes" "hindwing" "not" 0.2216 0 1 0 0 0 0 0 0 0 25.5 23 28 1 1 1 0 "eurytop" "NO"
"Coenagrion armatum" "Coenagrion armatum (Charpentier, 1840)" "SPECIES" "accepted" "Coenagrion armatum (Charpentier, 1840)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "No" NA "LC" "ENDANGERED" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1375997.8346687 32 NA NA 28.44 31.32 532.42 313.8 NA NA NA 0.092931506849315 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.59 NA 0 1 1 0 0 0.267766323024055 NA 1.44 0 0 1 0 0 NA 19 "strong" "non-territorial" 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 1 "no" "stripes" "symmetric" "weakly" 0.2348 0 1 0 0 0 0 0 0 0 18.58 16.8 19.72 1 0 1 0.32 "oligotop" "NO"
"Coenagrion caerulescens" "Coenagrion caerulescens (Fonscolombe, 1838)" "SPECIES" "accepted" "Coenagrion caerulescens (Fonscolombe, 1838)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "No" NA "NT" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 854343.727660359 31.5 NA NA 30.24 31.56 520.52 382.2 NA NA NA 0.0888767123287671 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.59 NA 0 1 1 0 0 0.253883161512027 NA 1.08 0 0 0 1 1 NA 17.5 "weak" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "stripes" "symmetric" "strongly" 0.236 0 1 0 0 0 0 0 0 0 17.98 16.32 19.96 1 1 1 0.2 "eurytop" "NO"
"Coenagrion ecornutum" "Coenagrion ecornutum (Selys, 1872)" "SPECIES" "accepted" "Coenagrion ecornutum (Selys, 1872)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "No" NA "DD" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 486507.938713665 30.8 NA NA 29.36 31.44 519.96 328.2 NA NA NA 0.088 0 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.598333333333333 NA 0 1 1 0 0 0.236975945017182 NA 1.08 0 0 0 0 0 NA 18.25 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "stripes" "symmetric" "strongly" 0.2484 0 1 0 0 0 0 0 0 0 17.94 15.88 19.52 1 1 1 0.16 "oligotop" "NO"
"Coenagrion hastulatum" "Coenagrion hastulatum (Charpentier, 1825)" "SPECIES" "accepted" "Coenagrion hastulatum (Charpentier, 1825)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "VU" "LC" "CRITICALLY_ENDANGERED" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5275562.07993289 32 NA NA 31 33 567.38 360 NA NA NA 0.0876712328767123 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.125 NA 0 1 1 1 0 0.206185567010309 NA 1 0 1 1 0 0 NA 19 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "dots" "symmetric" "strongly" 0.2156 0 1 0 0 0 0 0 0 0 20 19 21 1 0 1 2 "stenotop" "NO"
"Coenagrion hylas" "Coenagrion hylas (Trybom, 1889)" "SPECIES" "accepted" "Coenagrion hylas (Trybom, 1889)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "No" NA "VU" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 972881.081810169 36 NA NA 32.12 35.32 515.26 484.8 NA NA NA 0.111342465753425 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.616666666666667 NA 0 1 1 0 0 0.353127147766323 NA 1.84 0 1 0 0 0 NA 25 "strong" "territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "stripes" "symmetric" "strongly" 0.2276 0 1 0 0 0 0 0 0 0 20.06 18.2 21.64 1 1 1 0.16 "eurytop" "NO"
"Coenagrion intermedium" "Coenagrion intermedium Lohmann, 1990" "SPECIES" "accepted" "Coenagrion intermedium Lohmann, 1990" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "Yes" NA "VU" "ENDANGERED" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 8657.03434427453 35.5 NA NA 32.08 34.52 542.92 553.2 NA NA NA 0.109041095890411 0 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.621666666666667 NA 0 1 1 0 0 0.279037800687285 NA 1.88 0 0 0 0 1 NA 20 "weak" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "stripes" "symmetric" "strongly" 0.2736 0 1 0 0 0 0 0 0 0 19.32 17.2 21.04 1 1 1 0.04 "eurytop" "NO"
"Coenagrion johanssoni" "Coenagrion johanssoni (Wallengren, 1894)" "SPECIES" "accepted" "Coenagrion johanssoni (Wallengren, 1894)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1258372.13423455 29 NA NA 28.52 29.56 559.82 229.2 NA NA NA 0.0876712328767123 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.591666666666666 NA 0 1 1 0 0 0.273676975945017 NA 0.96 0 1 0 0 0 NA 17 "weak" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 "no" "dots" "symmetric" "strongly" 0.262 0 1 0 0 0 0 0 0 0 17.16 15.32 18.96 1 1 1 0.12 "eurytop" "NO"
"Coenagrion lunulatum" "Coenagrion lunulatum (Charpentier, 1840)" "SPECIES" "accepted" "Coenagrion lunulatum (Charpentier, 1840)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "InfoSpecies" "INN" "No" "RE" "LC" "ENDANGERED" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 522979.51598703 31.5 NA NA 30 33 536.02 360 NA NA NA 0.0520547945205479 1 0 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.583333333333333 NA 0 1 0 0 0 0.171821305841924 NA 1 0 1 1 0 0 NA 19 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "dots" "symmetric" "strongly" 0.2264 0 1 0 0 0 0 0 0 0 22 19 25 1 0 1 1 "oligotop" "NO"
"Coenagrion mercuriale" "Coenagrion mercuriale (Charpentier, 1840)" "SPECIES" "accepted" "Coenagrion mercuriale (Charpentier, 1840)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "EN" "NT" "REGIONALLY_EXTINCT" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1834776.96198159 29 NA NA 27 31 540.42 720 NA NA NA 0.0958904109589041 1 0 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.625 NA 0 1 0 0 0 0.146529209621993 NA 1 0 0 0 0 1 NA 18 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 "no" "stripes" "symmetric" "strongly" 0.2224 0 1 0 0 0 0 0 0 0 16 14 18 0 1 1 0 "stenotop" "NO"
"Coenagrion ornatum" "Coenagrion ornatum (Selys, 1850)" "SPECIES" "accepted" "Coenagrion ornatum (Selys, 1850)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "InfoSpecies" NA "No" "RE" "NT" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1301527.46741234 30.5 NA NA 30 31 560.96 360 NA NA NA 0.0886575342465753 0 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.583333333333333 NA 0 1 1 0 0 0.151202749140893 NA 1 0 0 0 0 1 NA 20 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 "no" "stripes" "symmetric" "strongly" 0.2952 0 1 0 0 0 0 0 0 0 17 15 19 0 0 0 0 "stenotop" "NO"
"Coenagrion ponticum" "Coenagrion ponticum (Bartenev, 1929)" "SPECIES" "accepted" "Coenagrion ponticum (Bartenev, 1929)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1176666.47293567 30.52 NA NA 29.48 30.72 541.94 295.8 NA NA NA 0.0938082191780822 0 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.593333333333333 NA 0 1 1 0 0 0.243573883161512 NA 1.2 0 0 0 0 0 NA 17.9 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "stripes" "symmetric" "strongly" 0.264 0 1 0 0 0 0 0 0 0 17.52 15.96 19.72 1 1 1 0.04 "oligotop" "YES"
"Coenagrion puella" "Coenagrion puella (Linnaeus, 1758)" "SPECIES" "accepted" "Coenagrion puella (Linnaeus, 1758)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4913067.93576746 29 NA NA 33 25 538.12 240 NA NA NA 0.126027397260274 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.618333333333333 NA 0 1 1 0 0 0.515463917525773 NA 2 0 1 0 1 0 NA 18 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "stripes" "symmetric" "strongly" 0.2336 0 1 0 0 0 0 0 0 0 19 17 21 1 1 1 0 "eurytop" "NO"
"Coenagrion pulchellum" "Coenagrion pulchellum (Vander Linden, 1825)" "SPECIES" "accepted" "Coenagrion pulchellum (Vander Linden, 1825)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "NT" "LC" "REGIONALLY_EXTINCT" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1286163.1307513 36 NA NA 34 38 546.6 360 NA NA NA 0.115506849315068 0 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.666666666666667 NA 0 1 1 0 0 0.388316151202749 NA 2 0 1 0 0 0 NA 20 "weak" "territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "stripes" "hindwing" "strongly" 0.2468 0 1 0 0 0 0 0 0 0 18.5 17 20 1 1 1 0 "eurytop" "NO"
"Coenagrion scitulum" "Coenagrion scitulum (Rambur, 1842)" "SPECIES" "accepted" "Coenagrion scitulum (Rambur, 1842)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "LC" "LC" "REGIONALLY_EXTINCT" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4271079.95720602 31.5 NA NA 30 33 543.18 195 NA NA NA 0.0903013698630137 0 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.596666666666666 NA 1 1 0 0 0 0.573883161512027 NA 0 0 1 0 1 0 NA 17 "strong" "non-territorial" 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 "no" "stripes" "symmetric" "not" 0.2392 0 0 0 0 0 0 0 0 0 16 14 18 1 1 1 0 "oligotop" "NO"
"Cordulegaster bidentata" "Cordulegaster bidentata Selys, 1843" "SPECIES" "accepted" "Cordulegaster bidentata Selys, 1843" "Cordulegaster" "Cordulegastridae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "Yes" "LC" "NT" "NEAR_THREATENED" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 776777.851039134 73.5 NA NA 69 78 564.4 1800 NA NA NA 0.128219178082192 1 0 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.541666666666667 NA 0 1 1 0 0 0.381443298969072 NA 2 0 0 0 0 1 NA 44 "weak" "territorial" 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 "no" "stripes" "hindwing" "strongly" 0.2356 0 1 0 0 0 0 0 0 1 39.5 34 45 0 1 0 0.04 "stenotop" "NO"
